"file","id","study_type","type","authors","title","source","year","vl","no","pg","country","identifiers"
"../ALL-2015-06/C-F/Clozapine versus other atypical antipsychotics for schizophrenia [v5.0-For publication].rm5","STD-Tollefson-2001","PUB","JOURNAL_ARTICLE","Jean-Noel B, Wood AJ, Kiesler GM, Birkett M, Tollefson GD","Olanzapine vs. clozapine: an international double blind study in the treatment of resistant schizophrenia","World Psychiatry","1999","2","","143","","[]"
"../ALL-2015-06/C-F/Clozapine versus other atypical antipsychotics for schizophrenia [v5.0-For publication].rm5","STD-Tollefson-2001","PUB","JOURNAL_ARTICLE","Tollefson GD, Birkett MA, Kiesler GM, Wood AJ, Lilly Resistant Schizophrenia Study Group","Double-blind comparison of olanzapine versus clozapine in schizophrenic patients clinically eligible for treatment with clozapine","Biological Psychiatry","2001","49","1","52-63","","[]"
"../ALL-2015-06/C-F/Clozapine versus other atypical antipsychotics for schizophrenia [v5.0-For publication].rm5","STD-Volavka-2002","PUB","JOURNAL_ARTICLE","Bilder RM, Goldman RS, Volavka J, Czobor P, Hoptman M, Sheitman B, Lindenmayer J-P, Citrome L, McEvoy J, Kunz M, Chakos M, Lieberman JA","Neurocognitive effects of clozapine, olanzapine, risperidone, and haloperidol on treatment-resistant patients with schizophrenia and schizoaffective disorder","Schizophrenia Research","2002","53","3 Suppl 1","194","","[]"
"../ALL-2015-06/C-F/Clozapine versus other atypical antipsychotics for schizophrenia [v5.0-For publication].rm5","STD-Volavka-2002","PUB","JOURNAL_ARTICLE","Bilder RM, Goldman RS, Volavka J, Czobor P, Hoptman M, Sheitman B, Lindenmayer JP, Citrome L, McEvoy J, Kunz M, Chakos M, Cooper TB, Horowitz TL, Lieberman JA","Neurocognitive effects of clozapine, olanzapine, risperidone, and haloperidol in patients with chronic schizophrenia or schizoaffective disorder","American Journal of Psychiatry","2002","159","6","1018-28","","[]"
"../ALL-2015-06/C-F/Clozapine versus other atypical antipsychotics for schizophrenia [v5.0-For publication].rm5","STD-Volavka-2002","PUB","JOURNAL_ARTICLE","Bilder RM, Goldman RS, Volavka J, Czobor P, Hoptman M, Sheitman B, Lindenmayer JP, Citrome L, McEvoy J, Kunz M, Chakos M, Lieberman JA","Neurocognitive effects of clozapine, olanzapine, risperidone, and haloperidol on treatment-resistant patients with schizophrenia and schizoaffective disorder","European Neuropsychopharmacology","2001","11","3","256","","[]"
"../ALL-2015-06/C-F/Clozapine versus other atypical antipsychotics for schizophrenia [v5.0-For publication].rm5","STD-Volavka-2002","PUB","JOURNAL_ARTICLE","Citrome L, Volavka J, Czobor P, Sheitman B, Lindenmayer J-P, McEvoy J, Cooper TB, Chakos M, Lieberman JA","Effects of clozapine, olanzapine, risperidone, and haloperidol on hostility among patients with schizophrenia","Psychiatric Services","2001","52","11","1510-4","USA","[]"
"../ALL-2015-06/C-F/Clozapine versus other atypical antipsychotics for schizophrenia [v5.0-For publication].rm5","STD-Volavka-2002","PUB","CONFERENCE_PROC","Citrome LL, Volavka J, Czobor P, Nolan K, Lieberman JA, Lindenmayer J-P, Sheitman BB","Overt aggression and psychotic symptoms in patients with schizophrenia treated with clozapine, olanzapine, risperidone, or haloperidol","Proceedings of the 156th Annual Meeting of the American Psychiatric Association; 2003 May 17-22; San Francisco, California, USA","2003","","","","","[]"
"../ALL-2015-06/C-F/Clozapine versus other atypical antipsychotics for schizophrenia [v5.0-For publication].rm5","STD-Volavka-2002","PUB","CONFERENCE_PROC","Citrome LL, Volavka J, Czobor P, Sheitman BB, Lindenmayer J-P, McEvoy JP, Lieberman JA","Atypical antipsychotics and hostility in schizophrenia: a double-blind study","Proceedings of the 154th Annual Meeting of the American Psychiatric Association; 2001 May 5-10; New Orleans, Louisiana, USA","2001","","","","","[]"
"../ALL-2015-06/C-F/Clozapine versus other atypical antipsychotics for schizophrenia [v5.0-For publication].rm5","STD-Volavka-2002","PUB","CONFERENCE_PROC","Citrome LL, Volavka J, Czobor P, Sheitman BB, Lindenmayer J-P, McEvoy JP, Lieberman JA","Atypical antipsychotics and hostility in schizophrenia: a double-blind study","Proceedings of the 155th Annual Meeting of the American Psychiatric Association; 2002 May 18-23; Philadelphia, Pennsylvania, USA","2002","","","","","[]"
"../ALL-2015-06/C-F/Clozapine versus other atypical antipsychotics for schizophrenia [v5.0-For publication].rm5","STD-Volavka-2002","PUB","JOURNAL_ARTICLE","Czobor P, Volavka J, Sheitman B, Lindenmayer JP, Citrome L, McEvoy J, Cooper TB, Chakos M, Lieberman JA","Antipsychotic-induced weight gain and therapeutic response: a differential association","Journal of Clinical Psychopharmacology","2002","22","3","244-51","","[]"
"../ALL-2015-06/C-F/Clozapine versus other atypical antipsychotics for schizophrenia [v5.0-For publication].rm5","STD-Volavka-2002","PUB","JOURNAL_ARTICLE","De Luca V, Vincent JB, Muller DJ, Hwang R, Shinkai T, Volavka J, Czobor P, Sheitman BB, Lindenmayer J-P, Citrome L, McEvoy JP, Lieberman JA, Kennedy JL","Identification of a naturally occurring 21 bp deletion in alpha 2c noradrenergic receptor gene and cognitive correlates to antipsychotic treatment","Pharmacological Research","2005","51","4","381-4","","[]"
"../ALL-2015-06/C-F/Clozapine versus other atypical antipsychotics for schizophrenia [v5.0-For publication].rm5","STD-Volavka-2002","PUB","CONFERENCE_PROC","Lindenmayer J-P, Czobor P, Volavka J, Citrome LL, Sheitman BB, McEvoy JP, Cooper TB","Changes in glucose and cholesterol in schizophrenia treated with atypicals","Proceedings of the 155th Annual Meeting of the American Psychiatric Association; 2002 May 18-23; Philadelphia, Pennsylvania, USA","2002","","","","","[]"
"../ALL-2015-06/C-F/Clozapine versus other atypical antipsychotics for schizophrenia [v5.0-For publication].rm5","STD-Volavka-2002","PUB","CONFERENCE_PROC","Lindenmayer J-P, Czobor P, Volavka J, Lieberman JA, Citrome LL, Sheitman BB, McEvoy JP","Effects of atypicals on the syndromal profile in treatment-resistant schizophrenia","Proceedings of the 156th Annual Meeting of the American Psychiatric Association; 2003 May 17-22; San Francisco, California, USA","2003","","","","","[]"
"../ALL-2015-06/C-F/Clozapine versus other atypical antipsychotics for schizophrenia [v5.0-For publication].rm5","STD-Volavka-2002","PUB","CONFERENCE_PROC","Lindenmayer J-P, Czobor P, Yolayka J, Lieberman JA, McEvoy JP, Citrome LL, Sheitman BB","Do atypicals change the syndrome profile in treatment-resistant schizophrenia?","Proceedings of the 154th Annual Meeting of the American Psychiatric Association; 2001 May 5-10; New Orleans, Louisiana, USA","2001","","","","","[]"
"../ALL-2015-06/C-F/Clozapine versus other atypical antipsychotics for schizophrenia [v5.0-For publication].rm5","STD-Volavka-2002","PUB","CONFERENCE_PROC","Lindenmayer J-P, Volavka J, Lieberman JA, Citrome LL, Sheitman B, McEvoy JP, Cooper T","Do atypicals change the syndromal profile in treatment-resistant schizophrenia?","Proceedings of the155th Annual Meeting of the American Psychiatric Association; 2002 May 18-23; Philadelphia, Pennsylvania, USA","2002","","","","","[]"
"../ALL-2015-06/C-F/Clozapine versus other atypical antipsychotics for schizophrenia [v5.0-For publication].rm5","STD-Volavka-2002","PUB","JOURNAL_ARTICLE","Lindenmayer JP, Czobor P, Volavka J, Citrome L, Sheitman B, McEvoy J, Cooper TB, Chakos M, Lieberman JA","Changes in glucose and cholesterol levels in schizophrenia patients treated with typical and atypical antipsychotics","International Journal of Neuropsychopharmacology","2002","5","Suppl 1","S169","","[]"
"../ALL-2015-06/C-F/Clozapine versus other atypical antipsychotics for schizophrenia [v5.0-For publication].rm5","STD-Volavka-2002","PUB","JOURNAL_ARTICLE","Lindenmayer JP, Czobor P, Volavka J, Citrome L, Sheitman B, McEvoy JP, Cooper TB, Chakos M, Lieberman JA","Changes in glucose and cholesterol levels in patients with schizophrenia treated with typical or atypical antipsychotics","American Journal of Psychiatry","2003","160","2","290-6","United States of America","[]"
"../ALL-2015-06/C-F/Clozapine versus other atypical antipsychotics for schizophrenia [v5.0-For publication].rm5","STD-Volavka-2002","PUB","JOURNAL_ARTICLE","Lindenmayer JP, Czobor P, Volavka J, Lieberman JA, Citrome L, Sheitman B, McEvoy JP, Cooper TB, Chakos M","Effects of atypical antipsychotics on the syndromal profile in treatment-resistant schizophrenia","Journal of Clinical Psychiatry","2004","65","4","551-6","United States of America","[]"
"../ALL-2015-06/C-F/Clozapine versus other atypical antipsychotics for schizophrenia [v5.0-For publication].rm5","STD-Volavka-2002","PUB","JOURNAL_ARTICLE","Mohr P, Volavka J, Lieberman JA, Czobor P, McEnvoy J, Lindenmayer J-P, Citrome L, Sheitman B","Clozapine, olanzapine, risperidone, and haloperidol in refractory schizophrenia","European Psychiatry","2000","15","Suppl 2","284S","USA","[]"
"../ALL-2015-06/C-F/Clozapine versus other atypical antipsychotics for schizophrenia [v5.0-For publication].rm5","STD-Volavka-2002","PUB","JOURNAL_ARTICLE","Nolan KA, Volavka J, Czobor P, Sheitman B, Lindenmayer J-P, Citrome LL, McEvoy J, Lieberman JA","Aggression and psychopathology in treatment-resistant inpatients with schizophrenia and schizoaffective disorder","Journal of Psychiatric Research","2005","39","1","109-15","England","[]"
"../ALL-2015-06/C-F/Clozapine versus other atypical antipsychotics for schizophrenia [v5.0-For publication].rm5","STD-Volavka-2002","PUB","JOURNAL_ARTICLE","Volavka J, Czobor P, Cooper TB, Sheitman B, Lindenmayer JP, Citrome L, McEvoy JP, Lieberman JA","Prolactin levels in schizophrenia and schizoaffective disorder patients treated with clozapine, olanzapine, risperidone, or haloperidol","Journal of Clinical Psychiatry","2004","65","1","57-61","United States of America","[]"
"../ALL-2015-06/C-F/Clozapine versus other atypical antipsychotics for schizophrenia [v5.0-For publication].rm5","STD-Volavka-2002","PUB","JOURNAL_ARTICLE","Volavka J, Czobor P, Nolan K, Sheitman B, Lindenmayer JP, Citrome LMJP, Cooper TB, Lieberman JA","Overt aggression and psychotic symptoms in patients with schizophrenia treated with clozapine, olanzapine, risperidone, or haloperidol","Journal of Clinical Psychopharmacology","2004","24","2","225-8","United States of America","[]"
"../ALL-2015-06/C-F/Clozapine versus other atypical antipsychotics for schizophrenia [v5.0-For publication].rm5","STD-Volavka-2002","PUB","CONFERENCE_PROC","Volavka J, Czobor P, Sheitman B, Lindenmayer J-P, Citrome L, McEvoy J, Cooper TB, Chakos M, Kline JALN","Clozapine, olanzapine, risperidone, and haloperidol in refractory schizophrenia","Proceedings of the 39th Annual Meeting of the American College of Neuropsychopharmacology; 2000 Dec 10-14; San Juan, Puerto Rico","2000","","","","","[]"
"../ALL-2015-06/C-F/Clozapine versus other atypical antipsychotics for schizophrenia [v5.0-For publication].rm5","STD-Volavka-2002","PUB","JOURNAL_ARTICLE","Volavka J, Czobor P, Sheitman B, Lindenmayer JP, Citrome L, McEvoy JP, Cooper TB, Chakos M, Lieberman JA","Clozapine, olanzapine, risperidone, and haloperidol in the treatment of patients with chronic schizophrenia and schizoaffective disorder","American Journal of Psychiatry","2002","159","2","255-62","USA","[]"
"../ALL-2015-06/C-F/Clozapine versus other atypical antipsychotics for schizophrenia [v5.0-For publication].rm5","STD-Wahlbeck-2000","PUB","CONFERENCE_PROC","Cheine MV, Wahlbeck K, Tuisku K, Joffe G","Risperidone versus clozapine in the treatment of neuroleptic-refractory/intolerant schizophrenia patients: a single-blind randomized trial: Preliminary report of an on-going study","Nordic Journal of Psychiatry","1997","51","","99","","[]"
"../ALL-2015-06/C-F/Clozapine versus other atypical antipsychotics for schizophrenia [v5.0-For publication].rm5","STD-Wahlbeck-2000","PUB","JOURNAL_ARTICLE","Wahlbeck K, Cheine M, Tuisku K, Ahokas A, Joffe G, Rimón R","Risperidone versus clozapine in treatment-resistant schizophrenia: a randomized pilot study","International Journal of Neuropsychopharmacology","2000","3","Suppl 1","S122","","[]"
"../ALL-2015-06/C-F/Clozapine versus other atypical antipsychotics for schizophrenia [v5.0-For publication].rm5","STD-Wahlbeck-2000","PUB","JOURNAL_ARTICLE","Wahlbeck K, Cheine M, Tuisku K, Ahokas A, Joffe G, Rimon R","Risperidone versus clozapine in treatment-resistant schizophrenia: a randomized pilot study","Progress in Neuropsychopharmacology and Biological Psychiatry","2000","24","6","911-22","","[]"
"../ALL-2015-06/C-F/Clozapine versus other atypical antipsychotics for schizophrenia [v5.0-For publication].rm5","STD-Wahlbeck-2000","PUB","JOURNAL_ARTICLE","Wahlbeck K, Cheine M, Tuisku K, Joffe G","Risperidone versus clozapine in treatment resistant schizophrenia: a randomised pilot trial","Schizophrenia Research","2000","41","1","197","","[]"
"../ALL-2015-06/C-F/Clozapine versus other atypical antipsychotics for schizophrenia [v5.0-For publication].rm5","STD-Wang-2002","PUB","JOURNAL_ARTICLE","Wang C, Feng Y, Wang L","A double-blind randomized controlled study of olanzapine and clozapine on treatment of schizophrenia","Shanghai Archives of Psychiatry","2002","14","3","143-5","","[]"
"../ALL-2015-06/C-F/Clozapine versus other atypical antipsychotics for schizophrenia [v5.0-For publication].rm5","STD-Zhou-2000","PUB","JOURNAL_ARTICLE","Zhou Z, Shu Z, Yu Y","A control study of risperidone and clozapine in the treatment of the negative symptoms of schizophrenia","Aerospace Medicine","2000","11","2","69-71","","[]"
"../ALL-2015-06/C-F/Clotiapine for acute psychotic illnesses [v10.0-Unmarked for publication 8 Oct 2012].rm5","STD-Itoh-1969","PUB","JOURNAL_ARTICLE","Itoh H, Okamoto M, Miura S, Suzuki Y, Takemasa K, Shigeta M, Mochizuki N, Yagi G, Asaka H","A comparison between the clinical effectiveness of a dibenzothiazepine derivative and a phenothiazine derivative in schizophrenia. A controlled double-blind study using clothiapine (W-130) and perphenazine","Seishin Igaku","1969","11","","465-75","","[]"
"../ALL-2015-06/C-F/Clotiapine for acute psychotic illnesses [v10.0-Unmarked for publication 8 Oct 2012].rm5","STD-Itoh-1969","PUB","JOURNAL_ARTICLE","Itoh H, Okamoto T, Miura S, Suzuki Y, Takemasa K, Shigeta M, Mochizuki M, Yagi G, Asaka H","Comparison of a dibenzothiazepine derivative (clothiapine = w-130) and a phenothiazine derivative (perphenazine) in schizophrenic patients using double-blind technique","Seishin Igaku","1969","11","6","465-75","","[{'value': '72027147', 'type': 'MEDLINE'}, {'value': 'PMID 4939829', 'type': 'OTHER'}]"
"../ALL-2015-06/C-F/Clotiapine for acute psychotic illnesses [v10.0-Unmarked for publication 8 Oct 2012].rm5","STD-Jacobsson-1974","PUB","JOURNAL_ARTICLE","Jacobsson L, Noren MB, Perris C, Rapp W","A controlled trial of clothiapine and chlorpromazine in acute schizophrenic syndromes","Acta Psychiatrica Scandinavica Supplementum","1974","255","","55-70","","[]"
"../ALL-2015-06/C-F/Clotiapine for acute psychotic illnesses [v10.0-Unmarked for publication 8 Oct 2012].rm5","STD-Perales-1974","PUB","JOURNAL_ARTICLE","Perales CJA, Garcia MA, Infantes PV, Valle EDG","Comparative study between clothiapine and trifluoperazine in acute episodes of paranoid schizophrenia","Acta Psiquiatrica y Psicologica de America Latina","1974","20","3","207-13","","[]"
