"file","id","modified","result","result_description","rob_name","rob_id","rob_description","group_id","group_name"
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-MacCrimmon-1978","2013-09-22 08:07:12 +0100","UNKNOWN","""double-blind"". Blinding details not reported.","Blinding of outcome assessment (detection bias)","QIT-08","Detection bias due to knowledge of the allocated interventions by outcome assessors","QIG-08.01","All outcomes"
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-MacCrimmon-1978","2013-09-25 16:29:36 +0100","NO","Losses to follow-up/missing data imbalanced in numbers and reasons across intervention groups. Fluphenazine enanthate 3 (12%) and fluphenazine decaonate 7 (29%).","Incomplete outcome data (attrition bias)","QIT-04","Attrition bias due to amount, nature or handling of incomplete outcome data","QIG-04.01","All outcomes"
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-MacCrimmon-1978","2013-09-22 08:07:47 +0100","YES","Outcomes have been reported: BPRS, extrapyramidal symptoms, other adverse events and serious adverse events.","Selective reporting (reporting bias)","QIT-05","Reporting bias due to selective outcome reporting","",""
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-MacCrimmon-1978","2013-09-22 08:07:57 +0100","UNKNOWN","Source of funding not reported.","Other bias","QIT-06","Bias due to problems not covered elsewhere in the table","",""
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-Magnus-1979","2013-11-10 09:15:07 +0000","UNKNOWN","""Patients were allocated...according to a pre-arranged randomised prescribing list"".","Random sequence generation (selection bias)","QIT-01","Selection bias (biased allocation to interventions) due to inadequate generation of a randomised sequence","",""
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-Magnus-1979","2013-11-06 11:01:52 +0000","UNKNOWN","Details of allocation concealment not reported.","Allocation concealment (selection bias)","QIT-02","Selection bias (biased allocation to interventions) due to inadequate concealment of allocations prior to assignment","",""
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-Magnus-1979","2013-11-06 11:01:59 +0000","NO","Open trial.","Blinding of participants and personnel (performance bias)","QIT-07","Performance bias due to knowledge of the allocated interventions by participants and personnel during the study","QIG-07.01","All outcomes"
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-Magnus-1979","2013-11-06 11:02:00 +0000","NO","Open trial.","Blinding of outcome assessment (detection bias)","QIT-08","Detection bias due to knowledge of the allocated interventions by outcome assessors","QIG-08.01","All outcomes"
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-Magnus-1979","2013-11-06 11:02:12 +0000","YES","""All but two (one in each group) completed six months treatment"".","Incomplete outcome data (attrition bias)","QIT-04","Attrition bias due to amount, nature or handling of incomplete outcome data","QIG-04.01","All outcomes"
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-Magnus-1979","2013-11-06 11:02:19 +0000","NO","Not all outcomes reported: no SD reported for BPRS and no data for nurse's assessment.","Selective reporting (reporting bias)","QIT-05","Reporting bias due to selective outcome reporting","",""
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-Magnus-1979","2013-11-06 11:02:27 +0000","UNKNOWN","Smith Kline & French Laboratories provided statistical help.","Other bias","QIT-06","Bias due to problems not covered elsewhere in the table","",""
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-Malm-1974","2013-09-22 08:08:39 +0100","UNKNOWN","""allocated randomly"". Method not reported.","Random sequence generation (selection bias)","QIT-01","Selection bias (biased allocation to interventions) due to inadequate generation of a randomised sequence","",""
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-Malm-1974","2013-09-22 08:09:00 +0100","UNKNOWN","Details of allocation concealment not reported. ","Allocation concealment (selection bias)","QIT-02","Selection bias (biased allocation to interventions) due to inadequate concealment of allocations prior to assignment","",""
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-Malm-1974","2013-09-22 08:09:14 +0100","UNKNOWN","""double-blind"". Patients blinded. Nurses administering the injections: not blinded to the study medications.","Blinding of participants and personnel (performance bias)","QIT-07","Performance bias due to knowledge of the allocated interventions by participants and personnel during the study","QIG-07.01","All outcomes"
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-Malm-1974","2013-09-22 08:09:22 +0100","UNKNOWN","Blinding details not reported.","Blinding of outcome assessment (detection bias)","QIT-08","Detection bias due to knowledge of the allocated interventions by outcome assessors","QIG-08.01","All outcomes"
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-Malm-1974","2014-10-08 15:36:14 +0100","UNKNOWN","62 participants were enrolled but number randomised to each group not reported. 5 participants were withdrawn during the first two months, intervention groups not reported.","Incomplete outcome data (attrition bias)","QIT-04","Attrition bias due to amount, nature or handling of incomplete outcome data","QIG-04.01","All outcomes"
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-Malm-1974","2013-09-22 08:09:58 +0100","NO","Outcomes incompletely reported: S-Scale, Side effects, Nurses' ratings (ADL).","Selective reporting (reporting bias)","QIT-05","Reporting bias due to selective outcome reporting","",""
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-Malm-1974","2013-09-22 08:10:23 +0100","YES","""Supported, in part, by a grant from LEO Research Foundation, Helsingborg.""","Other bias","QIT-06","Bias due to problems not covered elsewhere in the table","",""
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-Marder-1987","2013-09-22 09:00:47 +0100","UNKNOWN","""randomised"". Method not reported.","Random sequence generation (selection bias)","QIT-01","Selection bias (biased allocation to interventions) due to inadequate generation of a randomised sequence","",""
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-Marder-1987","2013-09-22 09:01:00 +0100","UNKNOWN","Details of allocation concealment not reported.","Allocation concealment (selection bias)","QIT-02","Selection bias (biased allocation to interventions) due to inadequate concealment of allocations prior to assignment","",""
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-Marder-1987","2014-07-06 10:17:00 +0100","UNKNOWN","Double-blind. Blinding details not reported.","Blinding of participants and personnel (performance bias)","QIT-07","Performance bias due to knowledge of the allocated interventions by participants and personnel during the study","QIG-07.01","All outcomes"
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-Marder-1987","2014-07-06 10:17:04 +0100","UNKNOWN","Double-blind. Blinding details not reported.","Blinding of outcome assessment (detection bias)","QIT-08","Detection bias due to knowledge of the allocated interventions by outcome assessors","QIG-08.01","All outcomes"
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-Marder-1987","2013-12-04 12:12:24 +0000","UNKNOWN","2/35 and 6/31 participants left the study early during the first six months"", reasons not reported.","Incomplete outcome data (attrition bias)","QIT-04","Attrition bias due to amount, nature or handling of incomplete outcome data","QIG-04.01","All outcomes"
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-Marder-1987","2014-07-06 10:17:22 +0100","UNKNOWN","Outcomes incompletely reported: SCL-90, SE Scale, IMEPS, Subjective EPS Rating Scale. P values for most outcomes and data at 1 month (SCL-90) and three months (side effects)","Selective reporting (reporting bias)","QIT-05","Reporting bias due to selective outcome reporting","",""
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-Marder-1987","2013-09-22 09:02:45 +0100","YES","""...supported by Veterans Administration Medical Research and the UCLA Mental Mental Health Clinical Research Center for the Study of schizophrenia; and the national Institute of mental Health grant...E.R. Squibb and Sons...provided the low dose formulation of fluphenazine decanoate.""","Other bias","QIT-06","Bias due to problems not covered elsewhere in the table","",""
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-McClelland-1976","2013-11-06 11:16:04 +0000","UNKNOWN","""Random allocation"", no further details reported.","Random sequence generation (selection bias)","QIT-01","Selection bias (biased allocation to interventions) due to inadequate generation of a randomised sequence","",""
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-McClelland-1976","2013-11-06 11:16:10 +0000","YES","""Allocation to the experimental or control group was carried out by the hospital pharmacist"".","Allocation concealment (selection bias)","QIT-02","Selection bias (biased allocation to interventions) due to inadequate concealment of allocations prior to assignment","",""
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-McClelland-1976","2014-07-06 10:19:02 +0100","YES","""Double-blind design and entailed the 'double-dummy' technique."" ""The manufacturer prepared 10-ml ampules of fluphenazine decanoate, 25mg/ml and inactive preparation containing only sesame oil, as well as 0.5 ml ampules with 25 mg/ml of the drug and a sesame oil placebo"".","Blinding of participants and personnel (performance bias)","QIT-07","Performance bias due to knowledge of the allocated interventions by participants and personnel during the study","QIG-07.01","All outcomes"
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-McClelland-1976","2013-11-06 11:16:29 +0000","UNKNOWN","""Double-blind"", blinding of outcome assessors not reported.","Blinding of outcome assessment (detection bias)","QIT-08","Detection bias due to knowledge of the allocated interventions by outcome assessors","QIG-08.01","All outcomes"
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-McClelland-1976","2014-10-08 13:57:48 +0100","YES","Two participants in the VHD group left the study early and three in the standard dose group.","Incomplete outcome data (attrition bias)","QIT-04","Attrition bias due to amount, nature or handling of incomplete outcome data","QIG-04.01","All outcomes"
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-McClelland-1976","2014-07-06 10:19:26 +0100","NO","No data were reported for the WWBRS.","Selective reporting (reporting bias)","QIT-05","Reporting bias due to selective outcome reporting","",""
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-McClelland-1976","2013-11-06 11:16:48 +0000","UNKNOWN","Source of funding not reported.","Other bias","QIT-06","Bias due to problems not covered elsewhere in the table","",""
"../ALL-2015-06/C-F/Fluphenazine decanoate (depot) and enanthate for schizophrenia [v9.0-For publication].rm5","STD-McCreadie-1980","2013-09-22 09:09:59 +0100","UNKNOWN","""randomly allocated"". Method not reported.","Random sequence generation (selection bias)","QIT-01","Selection bias (biased allocation to interventions) due to inadequate generation of a randomised sequence","",""
